Title,Category,Body,Keywords,,,,,,,,,
Electronic Waste (office equipment),Electronic Waste,"<ul><li>Set out electronic equipment at curbside on scheduled Garbage collection day. &nbsp;</li><li>Place these items for pick up 0.5 meter (2 feet) away from the&nbsp;Garbage Bin.</li><li>Large items can be put on the ground. Small items should be put in an open cardboard box or clear plastic bag.</li><li>See our&nbsp;<a href=""https://www.toronto.ca/services-payments/recycling-organics-garbage/electronic-waste/"" target=""_blank"" rel=""noopener"">Electronics Waste</a>&nbsp;page for more information.</li></ul>","fax machine, facsimile machine, fax copier, photocopier, copier, Xerox copier, typewriter,",,,,,,,,,
Electronic Waste (other),Electronic Waste,"<ul><li>Set out electronic equipment at curbside on scheduled Garbage collection day. &nbsp;</li><li>Place these items for pick up 0.5 meter (2 feet) away from the&nbsp;Garbage Bin.</li><li>Large items can be put on the ground. Small items should be put in an open cardboard box or clear plastic bag.</li><li>See our&nbsp;<a href=""https://www.toronto.ca/services-payments/recycling-organics-garbage/electronic-waste/"" target=""_blank"" rel=""noopener"">Electronics Waste</a>&nbsp;page for more information.</li></ul>","camera, electronic thermometer, personal electronic thermomter, outdoor electronic thermometer, electrical power bar, e-book reader, Kobo, e-reader, Kindle",,,,,,,,,
Fireworks,Garbage,"<ul type=""disc""><li class=""MsoNormal"" style=""color: black; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list 36.0pt; background: white;"">Soak thoroughly in water before placing in the <strong>Garbage Bin.</strong></li><li class=""MsoNormal"" style=""color: black; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list 36.0pt; background: white;"">Lighters with fuel must be disposed of as <a href=""https://www.toronto.ca/services-payments/recycling-organics-garbage/household-hazardous-waste/"" target=""_blank"" rel=""noopener"">Household Hazardous Waste.</a></li></ul>",fireworks (used),,,,,,,,,
Garbage (bathroom),Garbage,<ul>  <li>Place item in the&nbsp;<strong>Garbage Bin</strong> ensuring the lid closes.</li> </ul>,"shower curtain, shower liner, shower caddy ",,,,,,,,,
Garbage (broken glass),Garbage,<ul>  <li>Broken glass is a hazard and can injure you and the collector, tape cardboard or newspaper around the edges of broken glass.</li>  <li>If the broken glass is from a jar or bottle please place it in the&nbsp;<strong>Blue Bin</strong>.</li>  <li>If the broken glass is from a window pane or mirror please dispose of it in the&nbsp;<strong>Garbage Bin.</strong></li> </ul>,"broken glass, shard, shattered glass, broken window, broken wine glass, broken drinking glass",,,,,,,,
"Garbage (cigarettes, ashes, used fireworks)",Garbage,"<ul><li>Place item in the&nbsp;<strong>Garbage Bin</strong>&nbsp;ensuring the lid closes.</li><li>Lighters with fuel should be disposed of as <a href=""https://www.toronto.ca/services-payments/recycling-organics-garbage/household-hazardous-waste/"">Household Hazardous Waste</a></li></ul>","cigarette, cigarette butt, ash, tobacco, fireplace ashes (cold), BBQ ashes (cold), charcoal (cold), lava rock (cold), briquette, pyrotechnics (used), rockets (used), sparklers, lighter (empty), Zippo lighter (empty), Bic lighter (empty)",,,,,,,,,
Garbage (compostable plastic),Garbage,<ul><li>Place this item in the&nbsp;<strong>Garbage Bin</strong>.</li></ul>,"compostable plastic, biodegradable plastic, plate,compostable cutlery, fork, knives, spoon, cup, degradable plastic, bamboo cutlery, bamboo plate, sugarcane plate, stand up pouch, stand up flexible pouch",,,,,,,,,
"Garbage (condom, gloves)",Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"condom, rubber, contraceptive, Trojan condom, Durex condom, prophylactic, condom, rubber, contraceptive, Trojan condom, Durex condom, prophylactic, latex rubber gloves, disposable gloves, rubber gloves, paper clips, nail clippings, agricultural wrap, boat wrap, black garbage bag",,,,,,,,,
Garbage (consider donation),Garbage,"<ul><li>Consider donating items in good and working order to <a href=""https://www.toronto.ca/reduce-reuse/"">not-for-profit agencies</a>.&nbsp;</li><li>Items can also be dropped off for reuse at <a href=""http://www.toronto.ca/environment_days/index.htm"">Community Environment Days</a>.&nbsp;</li><li>Alternatively", this item should be placed in the Garbage Bin.</li></ul>,"salad spinner, office tray ",,,,,,,,
Garbage (d̩cor),Garbage,<ul>  <li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li> </ul>,"string lights, holiday lights, Christmas lights, festival lights, light strings, flower (artificial), flower (fake), plastic flower, plastic plant, silk flowers, silk plants, artificial plants, florist foam, Oasis floral foam, party decorations, balloons, candle wax, citronella candle",,,,,,,,,
Garbage (electrical/computer),Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"electrical wire, wiring, cord, extension cord, fuse, spark plug, plastic light switch cover, electronic adapters",,,,,,,,,
Garbage (electronic-related),Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"music record, audio tape, LP, video cassette, computer disc, floppy disc, disc, disk, tape, VHS, beta, DVD, video game, VHS tape,sleep apnea breathing machine ",,,,,,,,,
Garbage (filter),Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"furnace filter, air filter, water filter, Brita filter, carbon water filter, refrigerator water filter, bitra filter",,,,,,,,,
Garbage (food packaging) 1,Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"pet food bag, potato chip bag, snack food bag, paper chip bag, cookie bag, coffee bag, candy wrapper, chocolate wrapper, granola bar wrapper, butter wrapper, yogurt tube, plastic cereal liner bag, plastic cracker box liner bag, plastic cookie tray liner bag, pasta bag, blister packaging (gum and lozenges), butcher paper (for wrapping meat), pad from meat tray, meat tray liner, chocolate box pad",,,,,,,,,
Garbage (food packaging) 2,Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin.</strong></li></ul>,"frozen food box, TV dinner, microwave tray, oven food tray, plastic frozen food tray, plastic food wrap, food wrap, Saran wrap, Cling wrap, shrink wrap, stretch wrap, meat wrap, cheese wrap, luncheon meat wrap, vacuum sealed plastic wrap, cheese slice wrapper, aluminum foil, alfoil, alufoil, tin foil, waxed paper, sandwich wrap, parchment paper, freezer paper, plastic seal on margarine container, fruit protection mesh, sleeve netting, foam packaging net, pear wrap socks, fruit foam sleeves, fruit foam mesh",,,,,,,,,
Garbage (food/drink-related),Garbage,<ul><li>Place item in the&nbsp;<strong>Garbage Bin. </strong><strong><br /></strong></li></ul><p>&nbsp;</p><p>&nbsp;</p>,"skewers, wooden skewers, BBQ skewers, chopsticks, wooden chopstick, plastic straws, plastic stir sticks, lollipop stick, beer caps, beer bottle caps, nylon tea bag, silk tea bag, 6-pack plastic rings, 12-pack plastic rings, paper straw (with wax/plastic lining)",,,,,,,,,
